0000000000	0054775807	3	00000175	2021-07-01 00:05:34
0000000000	0054775807	3	00000033	2021-07-01 01:35:43
0000000000	0054775807	0	00000033	2021-07-01 04:05:57
0000000000	0054775807	0	00000175	2021-07-01 05:28:19
0000000000	0054775807	3	00000033	2021-07-01 06:24:12
0000000000	0054775807	3	00000033	2021-07-01 06:43:02
0000000000	0054775807	1	00000033	2021-07-01 07:34:25
0000000000	0054775807	3	00000175	2021-07-01 07:45:34
0000000000	0054775807	3	00000175	2021-07-01 07:50:20
0000000000	0054775807	1	00000033	2021-07-01 09:19:49
0000000000	0054775807	3	00000033	2021-07-01 10:09:19
0000000000	0054775807	1	00000175	2021-07-01 12:09:52
0000000000	0054775807	1	00000033	2021-07-01 12:58:06
0000000000	0054775807	0	00000033	2021-07-01 13:26:21
0000000000	0054775807	1	00000175	2021-07-01 13:31:17
0000000000	0054775807	2	00000175	2021-07-01 14:37:17
0000000000	0054775807	1	00000033	2021-07-01 16:39:50
0000000000	0054775807	0	00000033	2021-07-01 17:26:23
0000000000	0054775807	3	00000175	2021-07-01 17:31:50
0000000000	0054775807	2	00000033	2021-07-01 17:37:07
0000000000	0054775807	1	00000033	2021-07-01 17:41:52
0000000000	0054775807	1	00000175	2021-07-01 18:45:15
0000000000	0054775807	0	00000175	2021-07-01 19:25:11
0000000000	0054775807	3	00000033	2021-07-01 19:35:06
0000000000	0054775807	0	00000175	2021-07-01 21:02:57
0000000000	0054775807	3	00000033	2021-07-01 21:47:24
0000000000	0054775807	1	00000175	2021-07-01 23:03:22
0000000000	0054775807	1	00000033	2021-07-01 23:06:49
0000000000	0054775807	2	00000033	2021-07-01 23:23:12
0000000001	0054775808	0	00000030	2021-07-01 01:55:36
0000000001	0054775808	2	00000163	2021-07-01 02:31:27
0000000001	0054775808	1	00000163	2021-07-01 02:38:11
0000000001	0054775808	1	00000080	2021-07-01 03:42:32
0000000001	0054775808	2	00000048	2021-07-01 04:52:59
0000000001	0054775808	2	00000163	2021-07-01 04:53:10
0000000001	0054775808	3	00000057	2021-07-01 05:21:32
0000000001	0054775808	2	00000057	2021-07-01 05:43:14
0000000001	0054775808	2	00000158	2021-07-01 05:55:59
0000000001	0054775808	1	00000030	2021-07-01 07:52:01
0000000001	0054775808	2	00000160	2021-07-01 07:58:52
0000000001	0054775808	3	00000074	2021-07-01 08:04:43
0000000001	0054775808	0	00000098	2021-07-01 08:37:18
0000000001	0054775808	2	00000163	2021-07-01 08:40:14
0000000001	0054775808	2	00000048	2021-07-01 08:42:20
0000000001	0054775808	0	00000074	2021-07-01 08:50:49
0000000001	0054775808	2	00000045	2021-07-01 09:50:19
0000000001	0054775808	0	00000030	2021-07-01 10:25:42
0000000001	0054775808	0	00000160	2021-07-01 10:29:37
0000000001	0054775808	2	00000045	2021-07-01 10:44:25
0000000001	0054775808	3	00000057	2021-07-01 10:50:05
0000000001	0054775808	2	00000029	2021-07-01 10:57:13
0000000001	0054775808	3	00000080	2021-07-01 10:58:08
0000000001	0054775808	2	00000030	2021-07-01 11:12:31
0000000001	0054775808	0	00000123	2021-07-01 11:34:45
0000000001	0054775808	0	00000158	2021-07-01 12:29:57
0000000001	0054775808	0	00000163	2021-07-01 13:06:52
0000000001	0054775808	2	00000123	2021-07-01 13:50:09
0000000001	0054775808	3	00000158	2021-07-01 14:06:37
0000000001	0054775808	3	00000048	2021-07-01 14:33:01
0000000001	0054775808	3	00000048	2021-07-01 14:50:39
0000000001	0054775808	3	00000123	2021-07-01 15:31:03
0000000001	0054775808	3	00000048	2021-07-01 15:53:31
0000000001	0054775808	1	00000048	2021-07-01 15:53:45
0000000001	0054775808	2	00000123	2021-07-01 16:12:30
0000000001	0054775808	0	00000057	2021-07-01 16:32:49
0000000001	0054775808	2	00000029	2021-07-01 16:34:05
0000000001	0054775808	3	00000045	2021-07-01 17:04:24
0000000001	0054775808	3	00000160	2021-07-01 17:38:07
0000000001	0054775808	1	00000123	2021-07-01 17:38:21
0000000001	0054775808	2	00000080	2021-07-01 18:28:30
0000000001	0054775808	2	00000163	2021-07-01 18:29:43
0000000001	0054775808	3	00000123	2021-07-01 19:01:57
0000000001	0054775808	2	00000080	2021-07-01 19:02:31
0000000001	0054775808	3	00000123	2021-07-01 19:13:01
0000000001	0054775808	3	00000048	2021-07-01 19:40:51
0000000001	0054775808	1	00000160	2021-07-01 19:53:56
0000000001	0054775808	1	00000080	2021-07-01 20:18:21
0000000001	0054775808	3	00000074	2021-07-01 20:30:27
0000000001	0054775808	0	00000029	2021-07-01 21:38:19
0000000001	0054775808	2	00000045	2021-07-01 21:42:21
0000000001	0054775808	1	00000057	2021-07-01 22:47:41
0000000001	0054775808	3	00000048	2021-07-01 22:56:48
0000000001	0054775808	3	00000123	2021-07-01 23:20:52
0000000001	0054775808	0	00000045	2021-07-01 23:46:28
0000000001	0054775808	0	00000057	2021-07-01 23:48:57
0000000002	0054775809	2	00000043	2021-07-01 00:00:48
0000000002	0054775809	0	00000083	2021-07-01 00:04:30
0000000002	0054775809	1	00000014	2021-07-01 00:32:13
0000000002	0054775809	1	00000014	2021-07-01 00:41:05
0000000002	0054775809	3	00000083	2021-07-01 00:48:07
0000000002	0054775809	0	00000083	2021-07-01 00:53:38
0000000002	0054775809	2	00000043	2021-07-01 00:58:48
0000000002	0054775809	0	00000043	2021-07-01 01:16:38
0000000002	0054775809	3	00000083	2021-07-01 01:21:31
0000000002	0054775809	2	00000043	2021-07-01 01:35:27
0000000002	0054775809	0	00000014	2021-07-01 01:37:49
0000000002	0054775809	3	00000148	2021-07-01 01:40:15
0000000002	0054775809	3	00000083	2021-07-01 02:01:15
0000000002	0054775809	3	00000038	2021-07-01 02:22:58
0000000002	0054775809	3	00000083	2021-07-01 03:07:02
0000000002	0054775809	1	00000148	2021-07-01 03:36:35
0000000002	0054775809	0	00000083	2021-07-01 03:45:39
0000000002	0054775809	1	00000038	2021-07-01 03:48:57
0000000002	0054775809	2	00000038	2021-07-01 04:07:19
0000000002	0054775809	3	00000148	2021-07-01 04:12:04
0000000002	0054775809	3	00000083	2021-07-01 04:12:27
0000000002	0054775809	0	00000083	2021-07-01 04:14:41
0000000002	0054775809	2	00000014	2021-07-01 04:34:45
0000000002	0054775809	3	00000043	2021-07-01 04:49:21
0000000002	0054775809	0	00000148	2021-07-01 04:56:19
0000000002	0054775809	0	00000083	2021-07-01 04:58:21
0000000002	0054775809	0	00000043	2021-07-01 05:25:40
0000000002	0054775809	3	00000014	2021-07-01 05:42:24
0000000002	0054775809	0	00000148	2021-07-01 05:45:06
0000000002	0054775809	3	00000038	2021-07-01 05:49:19
0000000002	0054775809	2	00000014	2021-07-01 05:59:35
0000000002	0054775809	2	00000038	2021-07-01 06:04:12
0000000002	0054775809	0	00000043	2021-07-01 06:05:16
0000000002	0054775809	0	00000014	2021-07-01 06:07:53
0000000002	0054775809	3	00000148	2021-07-01 06:21:23
0000000002	0054775809	1	00000014	2021-07-01 06:43:19
0000000002	0054775809	2	00000014	2021-07-01 06:46:12
0000000002	0054775809	3	00000038	2021-07-01 07:02:12
0000000002	0054775809	3	00000083	2021-07-01 07:03:50
0000000002	0054775809	1	00000014	2021-07-01 07:06:27
0000000002	0054775809	3	00000014	2021-07-01 07:09:46
0000000002	0054775809	1	00000148	2021-07-01 07:23:19
0000000002	0054775809	2	00000014	2021-07-01 07:35:00
0000000002	0054775809	1	00000148	2021-07-01 07:42:21
0000000002	0054775809	2	00000014	2021-07-01 07:48:42
0000000002	0054775809	0	00000038	2021-07-01 08:00:25
0000000002	0054775809	2	00000083	2021-07-01 08:05:35
0000000002	0054775809	3	00000014	2021-07-01 08:24:15
0000000002	0054775809	3	00000014	2021-07-01 08:55:51
0000000002	0054775809	2	00000038	2021-07-01 09:01:25
0000000002	0054775809	3	00000148	2021-07-01 09:04:36
0000000002	0054775809	1	00000038	2021-07-01 09:12:15
0000000002	0054775809	2	00000148	2021-07-01 09:15:34
0000000002	0054775809	2	00000083	2021-07-01 09:21:40
0000000002	0054775809	0	00000038	2021-07-01 09:27:22
0000000002	0054775809	3	00000043	2021-07-01 10:01:32
0000000002	0054775809	0	00000038	2021-07-01 10:46:32
0000000002	0054775809	0	00000038	2021-07-01 10:48:30
0000000002	0054775809	2	00000038	2021-07-01 10:54:47
0000000002	0054775809	0	00000043	2021-07-01 11:13:17
0000000002	0054775809	2	00000043	2021-07-01 11:16:33
0000000002	0054775809	0	00000083	2021-07-01 11:16:43
0000000002	0054775809	3	00000038	2021-07-01 11:49:24
0000000002	0054775809	1	00000038	2021-07-01 11:49:51
0000000002	0054775809	3	00000083	2021-07-01 11:58:46
0000000002	0054775809	0	00000083	2021-07-01 12:46:48
0000000002	0054775809	0	00000083	2021-07-01 12:50:19
0000000002	0054775809	3	00000043	2021-07-01 12:51:42
0000000002	0054775809	1	00000014	2021-07-01 13:11:04
0000000002	0054775809	2	00000083	2021-07-01 14:16:13
0000000002	0054775809	3	00000043	2021-07-01 14:56:02
0000000002	0054775809	0	00000043	2021-07-01 14:57:00
0000000002	0054775809	2	00000014	2021-07-01 15:18:40
0000000002	0054775809	0	00000148	2021-07-01 15:55:37
0000000002	0054775809	0	00000083	2021-07-01 15:58:39
0000000002	0054775809	2	00000038	2021-07-01 16:15:47
0000000002	0054775809	3	00000038	2021-07-01 16:18:02
0000000002	0054775809	3	00000014	2021-07-01 16:29:35
0000000002	0054775809	1	00000038	2021-07-01 16:29:53
0000000002	0054775809	0	00000083	2021-07-01 16:52:02
0000000002	0054775809	1	00000148	2021-07-01 17:02:20
0000000002	0054775809	2	00000038	2021-07-01 17:04:22
0000000002	0054775809	0	00000043	2021-07-01 17:15:49
0000000002	0054775809	0	00000014	2021-07-01 17:17:34
0000000002	0054775809	3	00000083	2021-07-01 17:22:18
0000000002	0054775809	0	00000043	2021-07-01 18:21:59
0000000002	0054775809	2	00000083	2021-07-01 18:27:33
0000000002	0054775809	3	00000148	2021-07-01 18:42:48
0000000002	0054775809	2	00000043	2021-07-01 19:06:51
0000000002	0054775809	3	00000083	2021-07-01 19:41:32
0000000002	0054775809	0	00000083	2021-07-01 19:42:29
0000000002	0054775809	1	00000083	2021-07-01 20:42:22
0000000002	0054775809	2	00000148	2021-07-01 20:42:30
0000000002	0054775809	2	00000043	2021-07-01 20:54:57
0000000002	0054775809	3	00000014	2021-07-01 21:17:53
0000000002	0054775809	2	00000014	2021-07-01 22:07:20
0000000002	0054775809	3	00000043	2021-07-01 22:54:27
0000000002	0054775809	0	00000038	2021-07-01 23:18:21
0000000002	0054775809	2	00000148	2021-07-01 23:52:38
0000000003	0054775810	2	00000038	2021-07-01 00:00:23
0000000003	0054775810	2	00000038	2021-07-01 00:02:22
0000000003	0054775810	2	00000149	2021-07-01 00:03:08
0000000003	0054775810	1	00000020	2021-07-01 00:12:02
0000000003	0054775810	0	00000053	2021-07-01 00:14:03
0000000003	0054775810	1	00000149	2021-07-01 00:15:50
0000000003	0054775810	2	00000038	2021-07-01 00:25:54
0000000003	0054775810	1	00000149	2021-07-01 00:29:35
0000000003	0054775810	2	00000038	2021-07-01 00:38:22
0000000003	0054775810	3	00000020	2021-07-01 00:43:30
0000000003	0054775810	3	00000038	2021-07-01 00:43:47
0000000003	0054775810	2	00000053	2021-07-01 00:48:03
